Species_measured,Terminal_name,N,Size,Error,References
Echinocorys_scutata,Echinocorys_scutata,258,4.611449753293266,2.0207059807580795e-24,"Ezampanah (2016) - Introducing echinoderms of the Maastrichtian and Paleocene in Maraveh Tappeh section, in western Kopet-Dagh; Kroh (2001) - Echinoids from the Danian (Lower Paleocene) Bruderndorf formation of Austria; Lambert (1903) - Etude monographique sur le genere Echinocorys; Nietsch (1921) - Die irregularen Echiniden der pommerschen Kreide; Noorbakhsh Razmi et al. (2013) - Morphological and systematic interpretation of some Late Cretaceous (Turonian-Santonian) irregular echinoids, Kopet-Dagh Basin, NE Iran; Olszewska-Nejbert (2007) - Late Cretaceous (Turnonian - Conaician) irregular echinoids of western Kazakhstan (Mangyshlak) and southern Poland (Opole); Smith (2004) - Phylogeny and systematics of holasteroid echinoids and their migration into the deep-sea; Strijbos (1997) - Fossielen van Cap Blanc Nez IV. Zee-egels 2 (Holasteroida en Holectypoida); The Echinoid Directory; Wagner & Durham (1966) - Holasteroids. In: Treatise on Invertebrate Paleontology - Echinodermata 3, 2; Wind (1959) - Echinocorys formerne og deres stratigrafiske Udbredelse I det overste Kridt I Danmark; YPM Invertebrate Paleontology; Zuidema - Fossiele zee-egels van West-Europa, een overzicht van de belangrijkste soorten"
Echinocyamus_pusillus,Echinocyamus,33,1.45426727128023,0.004478842924786277,"Koehler (1921) - Faune de France. Echinodermes; Madeira et al. (2011) - The fossil echinoids of Santa Maria Island, Azores (Northern Atlantic Ocean); NMNH Paleobiology; Pereira (2008) - Echinoids from the Neogene of Portugal mainland: Systematics, Palaeoecology, Palaeobiogeography; The Echinoid Directory; Villalba Curras et al. (2007) - Los equ¡nidos del Plesitoceno Superior y Holoceno del registro arqueol¢gico de la cueva de Nerja (M laga, Espa¤a); Wagner (1974) - Fossil and recent sand dollar echinoids of Alaska; Zuidema - Fossiele zee-egels van West-Europa, een overzicht van de belangrijkste soorten"
Echinolampas_depressa,Echinolampadidae,22,3.8314260010182664,8.762461162565602e-4,"Agassiz (1872-1874) - Revision of the Echini, Parts 1-4; Jeannet & Martin (1937) - Ueber Neozoische Echinoidea aus dem Niederlaendisch-Indischen Archipel; Mooi (1990) - Living Cassiduloids (Echinodermata, Echinoidea) - A key and annotated list; Schultz (2017) - Echinoidea. In: Handbook of Zoology (Ed: Schmidt-Rhaesa); Serafy (1979) - Echinoids (Echinodermata:Echinoidea). In: Memoirs of the Hourglass Cruises"
Echinometra_mathaei,Echinometridae,176,4.255327649356848,2.992463816195964e-17,"Clark (1952) - Echinoderms from the Marshall Islands; Kroh & Pfiller - Catalogus fossilium Austriae; Mortensen (1943) - A Monograph of the Echinoidea - III. Camarodonta II: Echinidae, Strongylocentrotidae, Parasaleniidae, Echinometridae; Negretti et al. (1990) - Echinometra miocenica Loriol, echinide miocene, sinonyme d'Echinometra mathaei (Blainville), actuel: biog‚ographie et pal‚o‚cologie; Nisiyama (1966) - The echinoid fauna from Japan and adjacent regions part 1; Rahman & Uehara (2004) - Interspecific hybridization and backcrosses between two sibling species of Pacific sea urchins (genus Echinometra) on Okinawan intertidal reefs; The Echinoid Directory; YPM Invertebrate Zoology; Zuidema - Fossiele zee-egels van West-Europa, een overzicht van de belangrijkste soorten"
Echinoneus_cyclostomus,Echinoneus_cyclostomus,51,3.479317039752971,2.550988212538447e-6,"Chao (2000) - The irregular sea urchins (Echinodermata: Echinoidea) from Taiwan, with descriptions of six new records; Clark (1925) - A catalogue of the recent sea-urchins (Echinoidea) in the collection of the British Museum (Natural History); Cotteau (1897) - Descripcion de los equinoides fosiles de la isla de Cuba; Donovan & Veale (1996) - The irregular echinoids Echinoneus Leske and Brissus Gray in the Cenozoic of the Antillean Region (digitized with WebPlotDigitizer); Kier (1974) - Evolutionary trends and their functional significance in the postP echinoids; MCZ Invertebrate Paleontology; Morishita (1964) - Fossil echinoids deposited in the museum of Seto Marine Biological Laboratory, Sirahama, Wakayama Prefecture (On some fossil echinoids of Japan, III)); Nisiyama (1966) - The echinoid fauna from Japan and adjacent regions part 1; NMNH Invertebrate Zoology; NMNH Paleobiology; Rodr¡guez-Barreras et al (2013) - The new list of shallow water echinoids (Echinodermata: Echinoidea) for Puerto Rico; Schultz (2017) - Echinoidea. In: Handbook of Zoology (Ed: Schmidt-Rhaesa); Scripps BIC; The Echinoid Directory; Tzompantzi et al. (1999) - Equinoideos (Echinodermata: Echinoidea) del Caribe Mexicano: Puerto Morelos, Quintana Roo, Mexico; Wagner & Durham (1966) - Holectypoids. In: Treatise on Invertebrate Paleontology - Echinodermata 3, 2; YPM Invertebrate Paleontology; YPM Invertebrate Zoology"
Echinus_esculentus,Echinus_esculentus,62,5.493828127440154,0.0012422082388744713,"Clark (1925) - A catalogue of the recent sea-urchins (Echinoidea) in the collection of the British Museum (Natural History); MCZ Invertebrate Zoology; Mortensen (1943) - A Monograph of the Echinoidea - III. Camarodonta II: Echinidae, Strongylocentrotidae, Parasaleniidae, Echinometridae; Nichols (1982) - A biometrical study of populations of the european sea urchin Echinus esculentus (Echinodermata: Echinoidea) from four areas of the British Isles (digitized with WebPlotDigitizer); Schultz (2015) - Echinoidea. In: Handbook of Zoology (Ed: Schmidt-Rhaesa); The Echinoid Directory"
Emiratia_raskhaimahensis,Emiratia_raskhaimahensis,7,3.864643703048389,0.01046703946299932,NHM; The Echinoid Directory; Vadet & Soudet (2016) - Les echinides de l'Albien du Jabal Madar (Oman)
Eoscutella_coosensis,Eoscutella_coosensis,4,3.983645309533948,0.00815053667122524,Kew (1920) - Cretaceous and Cenozoic Echinoidea of the Pacific Coast of North America; NMNH Paleobiology
Eucidaris_tribuloides,Cidarinae,110,4.069317896926459,1.7677779277358973e-11,"Cooke (1959) - Cenozoic echinoids of Eastern United States; Kier (1974) - Evolutionary trends and their functional significance in the postP echinoids; Mortensen (1928) - A Monograph of the Echinoidea - I. Cidaroidea; Repelin - Echinidea (Echinodermata) du Plateau Continental Gabonais et Congolais en Collection au Centre D'Ocenographie de Pointe-Noire; Tzompantzi et al. (1999) - Equinoideos (Echinodermata: Echinoidea) del Caribe Mexicano: Puerto Morelos, Quintana Roo, Mexico; YPM Invertebrate Zoology"
Eupatagus_lymani,Eupatagus,5,4.0443466209244425,0.009085470648983391,"Lindley (2003) - Echinoids of the Kairuku formation (Lower Pliocene) Yule Island, Papua New Guinea: Regularia; Schultz (2017) - Echinoidea. In: Handbook of Zoology (Ed: Schmidt-Rhaesa)"
Eurypatagus_ovalis,Eurypatagus_ovalis,12,4.581312411247697,0.011115096416055134,"CAS Invertebrate Zoology and Geology; Fischer (1966) - Spatangoids. In: Treatise on Invertebrate Paleontology U - Echinodermata 3, 2; Mortensen (1950) - A Monograph of the Echinoidea - V. Spatangoida I; NMNH Invertebrate Zoology; Schultz (2017) - Echinoidea. In: Handbook of Zoology (Ed: Schmidt-Rhaesa); The Echinoid Directory"
Faujasia_eccentripora,Faujasia,30,3.4729899730137337,0.008957450672956016,Smith (1995) - Late Campanian- Maastrichtian echinoids from the United Arab Emirates - Oman Borders Region (digitized with WebPlotDigitizer); The Echinoid Directory
Fibularia_ovulum,Fibularia_ovulum,21,1.9200205358835047,0.010996080219372269,"Agassiz (1872-1874) - Revision of the Echini, Parts 1-4; Chao (2000) - The irregular sea urchins (Echinodermata: Echinoidea) from Taiwan, with descriptions of six new records; Clark (1925) - A catalogue of the recent sea-urchins (Echinoidea) in the collection of the British Museum (Natural History); Jain (2002) - Echinoids from the Gaj formation (Early and Middle Miocene) of Kathiawar, Gujarat, India; Kier (1964) - Fossil echinoids from the Marshall Islands; MCZ Invertebrate Zoology; NMNH Invertebrate Zoology; Schultz (2017) - Echinoidea. In: Handbook of Zoology (Ed: Schmidt-Rhaesa); Tanaka et al. (2019) - A new species of Fibularia from Japanese waters with a redescription of F. japonica and F. ovulum (Echinodermata: Echinoidea:Clypeasteroida); The Echinoid Directory"
Fossulaster_halli,Fossulaster_halli,39,1.8290136045482543,6.829561828123029e-4,Philip & Foster (1971) - Marsupiate Tertiary echinoids from South-Eastern Australia and their zoogeographical significance (digitized with WebPlotDigitizer)
Galerites_vulgaris,Galerites_vulgaris,37,4.388559128073943,0.0023880104017016644,"CAS Invertebrate Zoology and Geology; Nietsch (1921) - Die irregularen Echiniden der pommerschen Kreide; NMNH Paleobiology; The Echinoid Directory; YPM Invertebrate Paleontology; Zuidema - Fossiele zee-egels van West-Europa, een overzicht van de belangrijkste soorten"
Galeropygus_sublaevis,Galeropygus_sublaevis,36,4.50535125400516,5.228655123082576e-5,"Barras (2006) - British Jurassic irregular echinoids; Kier (1962) - Revision of the cassiduloid echinoids; Kier (1974) - Evolutionary trends and their functional significance in the postP echinoids; M'Coy (1848) - On some new Mesozoic Radiata; The Echinoid Directory; Thuy (2010) - An early Bajocian echinoid fauna from Differdange and P‚tange (Luxembourg), including a new Rhabdocidaroid species; Wright (1857) - Monograph on the British fossil Echinodermata of the oolitic formations; YPM Invertebrate Paleontology"
Gauthieria_radiata,Gauthieria_radiata,52,3.080176754174575,0.004312041279256235,"Barraclough Fell & Pawson (1966) - Echinacea. In: Treatise on Invertebrate Paleontology, U - Echinodermata 3, 2; Geys (1980) - Phymosomatoid echinoids from the Campanian and the Maastrichtian of Belgium and the Netherlands; MCZ Invertebrate Paleontology; Schluter et al. (2015) - Heterochronic evolution in the Late Cretaceous echinoid Gauthieria (Echinoidea, Phymosomatidae); Smiser (1935) - A monograph of the Belgian Cretaceous echinoids; Strijbos (1998) - Fossilien van Cap Blanc Nez V - Regulaire zee-egels, zeelelies en zeesterren; The Echinoid Directory"
Glyphocyphus_radiatus,Glyphocyphus_radiatus,35,2.583993187313393,6.394924677165554e-5,"Barraclough Fell & Pawson (1966) - Echinacea. In: Treatise on Invertebrate Paleontology, U - Echinodermata 3, 2; Cotteau (1869) - Echinides du d‚partement de la Sarthe: consid‚r‚s au point de vue zoologique et stratigraphique; MCZ Invertebrate Paleontology; Smith et al. (1988) - Cenomanian and Lower Turonian echinoderms from Wilmington, south-east Devon, England; The Echinoid Directory; YPM Invertebrate Paleontology; Zuidema - Fossiele zee-egels van West-Europa, een overzicht van de belangrijkste soorten"
Glypticus_hieroglyphicus,Glypticus_hieroglyphicus,38,3.320897392389023,0.002162654276681307,"Barraclough Fell & Pawson (1966) - Echinacea. In: Treatise on Invertebrate Paleontology, U - Echinodermata 3, 2; Baumeister & Leinfelder - Constructional morphology and palaeontological significance of three late Jurassic regular echinoids; Cotteau (1849) - Etudes due les Echinides fossiles de department de l'Yonne; Cotteau (1869) - Echinides du d‚partement de la Sarthe: consid‚r‚s au point de vue zoologique et stratigraphique; Courville - Echinides associ‚s aux facies r‚cifaux de l'Oxfordien de Dijon (Cote-d'Or); MCZ Invertebrate Paleontology; Saucede & Gendry - Les faunes d'echinodermes; Smith (2016) - British Jurassic regular echinoids, vol 2; The Echinoid Directory; Wright (1857) - Monograph on the British fossil Echinodermata of the oolitic formations; Zuidema - Fossiele zee-egels van West-Europa, een overzicht van de belangrijkste soorten"
Glyptocidaris_crenularis,Glyptocidaris_crenularis,18,4.6167368104697735,0.005657383181736782,"Agassiz (1872-1874) - Revision of the Echini, Parts 1-4; Lee & Shin (2013) - A new record of sea urchin (Echinoidea: Stomopneustoida: Glyptocidaridae) from the Yellow Sea, Korea; Mortensen (1935) - A Monograph of the Echinoidea - II. Bothriocidaroida, Melonechinoida, Lepidocentroida and Stirodonta; NMNH Invertebrate Zoology; The Echinoid Directory; Utinomi (1960) - Echinoids from Hokkaido and the neighbouring subarctic waters"
Glyptodiadema_granulatum,Glyptodiadema_granulatum,3,2.9671492537822357,0.10535291072330341,"Barraclough Fell (1966) - Diadematacea. In: Treatise on Invertebrate Paleontology, U: Echinodermata 3.1; Smith (2016) - British Jurassic regular echinoids, vol 2; Wilson & Crick (1878) - I. The Lias Marlstone of Tilton, Leicestershire"
Goniocidaris_tubaria,Goniocidaris_tubaria,38,4.152120513107333,0.004000310500772993,MCZ Invertebrate Zoology; MNHN; Mortensen (1928) - A Monograph of the Echinoidea - I. Cidaroidea; Schultz (2015) - Echinoidea. In: Handbook of Zoology (Ed: Schmidt-Rhaesa); The Echinoid Directory
Goniophorus_lunulatus,Goniophorus_lunulatus,24,2.51695406424021,5.857809356375405e-4,"Barraclough Fell & Pawson (1966) - Echinacea. In: Treatise on Invertebrate Paleontology, U - Echinodermata 3, 2; MCZ Invertebrate Paleontology; Schluter (1890) - Die regularen echiniden der norddeutschen kreide; Smith et al. (1988) - Cenomanian and Lower Turonian echinoderms from Wilmington, south-east Devon, England; The Echinoid Directory; Zuidema - Fossiele zee-egels van West-Europa, een overzicht van de belangrijkste soorten"
Haimea_rutteni,Haimea_rutteni,27,3.477911768919723,0.002469878492517845,Kier (1967) - Revision of the oligopygoid echinoids; NMNH Paleobiology; The Echinoid Directory
Hemiaster_bufo,Hemiaster_bufo,38,3.839930916780322,3.4954180489954353e-5,"Cooke (1946) - Comanche echinoids; Cotteau (1869) - Echinides du d‚partement de la Sarthe: consid‚r‚s au point de vue zoologique et stratigraphique; Courville - Un gisement jurassique remaquable: la falaise des ""Vaches Noires"" (Calvados); Fischer (1966) - Spatangoids. In: Treatise on Invertebrate Paleontology U - Echinodermata 3, 2; MCZ Invertebrate Paleontology; NMNH Paleobiology; Smith et al. (1988) - Cenomanian and Lower Turonian echinoderms from Wilmington, south-east Devon, England; The Echinoid Directory; Villalba Curras (1993) - Revision de los equinidos del Cretacico Inferior y Medio espanol; YPM Invertebrate Paleontology; Zuidema - Fossiele zee-egels van West-Europa, een overzicht van de belangrijkste soorten"
Hemicidaris_intermedia,Hemicidaris_intermedia,28,4.021195288207712,0.0018038655882673844,"D‚sor & de Loriol (1923) - Echinologie Helv‚tique: Description Des Oursins Fossiles De La Suisse; Kier (1974) - Evolutionary trends and their functional significance in the postP echinoids; MCZ Invertebrate Paleontology; Radwanska (1999) - Lower Kimmeridgian echinoids of Poland; Smith (2016) - British Jurassic regular echinoids, vol 2; The Echinoid Directory; Wright (1857) - Monograph on the British fossil Echinodermata of the oolitic formations; YPM Invertebrate Paleontology; Zuidema - Fossiele zee-egels van West-Europa, een overzicht van de belangrijkste soorten"
Hemipneustes_striatoradiatus,Hemipneustes_striatoradiatus,21,5.304223777258135,0.002057346534992269,"Donovan & Jagt (2018) - Big oyster, robust echinoid: an unusual association from the Maastrichtian type area (province of Limburg, southern Netherlands); Donovan et al. (2008) - Ichnology of Late Cretaceous echinoids from the Maastrichtian type area (The Netherlands, Belgium) - 1. A healed puncture wound in Hemipneustes striatoradiatus; Jagt (2000) - Late Cretaceous-Early Palaeogene echinoderms and the K/T boundary in the southeast Netherlands and northeast Belgium ? Part 4: Echinoids; Kier (1974) - Evolutionary trends and their functional significance in the postP echinoids; MCZ Invertebrate Paleontology; NMNH Paleobiology; Smith (2004) - Phylogeny and systematics of holasteroid echinoids and their migration into the deep-sea; YPM Invertebrate Paleontology; Zuidema - Fossiele zee-egels van West-Europa, een overzicht van de belangrijkste soorten"
Heterodiadema_lybica,Heterodiadema_lybica,258,3.7423785251576973,2.0207059807580795e-24,"Abdelhady (2007) - Stratigraphical and paleontological studies on the Upper Cretaceous Strata, North Wadi Qena, Eastern Desert, Egypt; Abdelhamid (2014) - Middle-upper Cenomanian echinoids from north Wadi Qena, North Eastern Desert, Egypt; Abdelhamid et al. (2016) - Revision of the Cretaceous echinoids Heterodiadema and Trochodiadema, and description of two new genera from the Middle East and Arabian Peninsula; Ahmad & Al-Hammad (2002) - Oysters and echinoids from the Naur Formation (late Aptian-early Cenomanian) of Central Jordan; Barraclough Fell & Pawson (1966) - Echinacea. In: Treatise on Invertebrate Paleontology, U - Echinodermata 3, 2; El Qot (2010) - Upper Cretaceous echinoids from Galala Plateaux, North Eastern Desert, Egypt; El Qot et al. (2009) - Taxonomy and palaeoecology of Cenomanian-Turonian (Upper Cretaceous) echinoids from eastern Sinai, Egypt; Geys (1989) - Hemicidaroid Echinoids from Upper Cretaceous deposits in the Wadi Qena-area (eastern desert, Egypt); Hewaidy et al. (2014) - Cenomanian-Turonian bivalves and echinoids from Northern Wadi Kena; MCZ Invertebrate Paleontology; Smith et al (1990) - Cenomanian echinoids, larger foraminifera and calcareous algae from the Natih formation, central Oman Mountains; Smith et al. (1990) - Cenomanian echinoids, larger foraminifera and calcareous algae from the Natih Formation, central Oman Mountains; The Echinoid Directory; Villalba Curras (1993) - Revision de los equinidos del Cretacico Inferior y Medio espanol; Zuidema - Fossiele zee-egels van West-Europa, een overzicht van de belangrijkste soorten"
Histocidaris_elegans,Histocidaris_elegans,24,4.36250912945508,0.01230355434544727,D‚sor & de Loriol (1923) - Echinologie Helv‚tique: Description Des Oursins Fossiles De La Suisse; MCZ Invertebrate Zoology; Mortensen (1928) - A Monograph of the Echinoidea - I. Cidaroidea; NMNH Invertebrate Zoology; Schultz (2015) - Echinoidea. In: Handbook of Zoology (Ed: Schmidt-Rhaesa); The Echinoid Directory
Histocidaris_purpurata,Histocidaris_purpurata,11,4.258375314902927,0.003520437248589104,MCZ Invertebrate Zoology; Mortensen (1928) - A Monograph of the Echinoidea - I. Cidaroidea; Schultz (2015) - Echinoidea. In: Handbook of Zoology (Ed: Schmidt-Rhaesa); The Echinoid Directory; Thompson (1874) - On the Echinoidea of the 'Porcupine' deep-sea dredging-expeditions
Holaster_nodulosus,Holaster_nodulosus,39,4.204727873681047,2.857943824491765e-5,"Cotteau (1869) - Echinides du d‚partement de la Sarthe: consid‚r‚s au point de vue zoologique et stratigraphique; Smiser (1935) - A monograph of the Belgian Cretaceous echinoids; Smith (2004) - Phylogeny and systematics of holasteroid echinoids and their migration into the deep-sea; Smith et al. (1988) - Cenomanian and Lower Turonian echinoderms from Wilmington, south-east Devon, England; Strijbos (1997) - Fossielen van Cap Blanc Nez IV. Zee-egels 2 (Holasteroida en Holectypoida); The Echinoid Directory; Wagner & Durham (1966) - Holasteroids. In: Treatise on Invertebrate Paleontology - Echinodermata 3, 2; YPM Invertebrate Paleontology"
Holectypus_depressus,Holectypus_depressus,45,3.765436491853214,8.53848991823235e-6,"Barras (2006) - British Jurassic irregular echinoids; Cotteau (1869) - Echinides du d‚partement de la Sarthe: consid‚r‚s au point de vue zoologique et stratigraphique; D‚sor & de Loriol (1923) - Echinologie Helv‚tique: Description Des Oursins Fossiles De La Suisse; Kier (1974) - Evolutionary trends and their functional significance in the postP echinoids; MCZ Invertebrate Paleontology; Saucede & Gendry - Les faunes d'echinodermes; The Echinoid Directory; Wright (1857) - Monograph on the British fossil Echinodermata of the oolitic formations; YPM Invertebrate Paleontology; Zuidema - Fossiele zee-egels van West-Europa, een overzicht van de belangrijkste soorten"
Holosalenia_batnensis,Holosalenia_batnensis,33,3.1726473976006946,9.565910345001071e-5,"El Qot (2010) - Upper Cretaceous echinoids from Galala Plateaux, North Eastern Desert, Egypt; El Qot et al (2016) - Revision of Cenomanian regular echinoids in collections at the Cairo Geological Museum, Egypt; MCZ Invertebrate Paleontology; The Echinoid Directory"
Hyboclypus_gibberulus,Hyboclypus,28,4.1628631812884835,2.6179026212586244e-4,Barras (2006) - British Jurassic irregular echinoids; Cotteau (1869) - Echinides du d‚partement de la Sarthe: consid‚r‚s au point de vue zoologique et stratigraphique; Jesionek-Szymanska (1963) - Echinides irr‚guliers du Dogger de Pologne; MCZ Invertebrate Paleontology; The Echinoid Directory; Vadet & Nicolleau (2008) - Un Hyboclypus dans le Bajocie Lorrain; Wright (1857) - Monograph on the British fossil Echinodermata of the oolitic formations
Hygrosoma_petersii,Hygrosoma_petersii,18,5.570371399586378,0.008361547845550663,"Kier (1974) - Evolutionary trends and their functional significance in the postP echinoids; MCZ Invertebrate Zoology; Mironov (2006) - Echinoids from seamounts of the north-eastern Atlantic; onshore/offshore gradients in species distribution; Mortensen (1935) - A Monograph of the Echinoidea - II. Bothriocidaroida, Melonechinoida, Lepidocentroida and Stirodonta; Schultz (2015) - Echinoidea. In: Handbook of Zoology (Ed: Schmidt-Rhaesa); The Echinoid Directory; Tyler & Gage (1984) - The reproductive biology of echinothuriid and cidarid sea urchins from the deep sea (Rockall Trough, North-East Atlantic Ocean); YPM Invertebrate Zoology"
Hyposalenia_stellulata,Hyposalenia_stellulata,10,2.1489778781432114,0.04306025136542271,"MCZ Invertebrate Paleontology; NHM; NMNH Paleobiology; Schluter (1890) - Die regularen echiniden der norddeutschen kreide; The Echinoid Directory; Zuidema - Fossiele zee-egels van West-Europa, een overzicht van de belangrijkste soorten"
Laganum_decagonale,Laganum,48,3.3738906995741815,0.0015778259733466413,Clark (1925) - A catalogue of the recent sea-urchins (echinoidea) in the collection of the British Museum (Natural History); Gregory (1892) - Further additions to Australian fossil Echinoidea; Mortensen (1948) - A Monograph of the Echinoidea - IV. Clypeasteroida; Scripps BIC; YPM Invertebrate Zoology
Lovenia_elongata,Lovenia_elongata,14,4.314767044278689,0.013912879377861623,"Agassiz (1872-1874) - Revision of the Echini, Parts 1-4; Clark (1925) - A catalogue of the recent sea-urchins (echinoidea) in the collection of the British Museum (Natural History); Ferber (1976) - Functional morphology of Lovenia elongata (Gray) (Echinoidea: Spatangoida); MCZ Invertebrate Zoology; Morishita (1969) - On some echinoids found on Suruga Bay; Schultz (2017) - Echinoidea. In: Handbook of Zoology (Ed: Schmidt-Rhaesa); Smith & Stockley (2005) - Fasciole pathways in spatangoid echinoids: a new source of phylogenetically informative characters ; The Echinoid Directory"
Macropneustes_mortoni,Macropneustes,7,5.26715161347321,0.0026423653919210237,Clark & Twitchell (1915) - The Mesozoic and Cenozoic Echinodermata from the United States; Heller & Bryan (1992) - First Oligocene occurrence of the irregular echinoid Macropneustes mortoni (Conrad); NHM; NMNH Paleobiology; The Echinoid Directory
Maretia_planulata,Maretia_planulata,32,4.082434111536011,0.003145141043151081,"Agassiz (1872-1874) - Revision of the Echini, Parts 1-4; Ali (2017) - Middle Eocene echinoids from Gebel Qarara, Maghagh, Eastern Desert, Egypt; Clark (1925) - A catalogue of the recent sea-urchins (echinoidea) in the collection of the British Museum (Natural History); Fischer (1966) - Spatangoids. In: Treatise on Invertebrate Paleontology U - Echinodermata 3, 2; MCZ Invertebrate Zoology; Mortensen (1951) - A Monograph of the Echinoidea - V. Spatangoida II; Nisiyama (1968) - The echinoid fauna from Japan and adjacent regions part 2; Schultz (2017) - Echinoidea. In: Handbook of Zoology (Ed: Schmidt-Rhaesa); Scripps BIC; The Echinoid Directory"
Megapneustes_grandis,Megapneustes_grandis,3,5.401224734308682,0.01675828481963337,"Fischer (1966) - Spatangoids. In: Treatise on Invertebrate Paleontology U - Echinodermata 3, 2; Fourtau (1899) - Revision desÿEchinides fossiles de l'Egypte; The Echinoid Directory"
Mellita_quinquiesperforata,Mellita_quinquiesperforata,129,4.770599643684668,3.854467750272724e-13,"Clark & Twitchell (1915) - The Mesozoic and Cenozoic Echinodermata from the United States; Coppard (2016) - A new genus of mellitid sand dollar (Echinoidea: Mellitidae) from the eastern Pacific coast of the Americas; Scripps BIC; Serafy (1979) - Echinoids (Echinodermata:Echinoidea). In: Memoirs of the Hourglass Cruises; YPM Invertebrate Paleontology; YPM Invertebrate Zoology; Zuidema - Fossiele zee-egels van West-Europa, een overzicht van de belangrijkste soorten"
Meoma_ventricosa,Brissidae,118,5.740053869094679,3.5307276303061157e-12,"Chesher (1970) - Evolution of the genus Meoma (Echinoidea: Spatangoida) and a description of a new species from Panama; Clark (1925) - A catalogue of the recent sea-urchins (echinoidea) in the collection of the British Museum (Natural History); Cooke (1942) - Cenozoic Irregular Echinoids of Eastern United States; Mortensen (1951) - A Monograph of the Echinoidea - V. Spatangoida II; Schultz (2017) - Echinoidea. In: Handbook of Zoology (Ed: Schmidt-Rhaesa); Tzompantzi et al. (1999) - Equinoideos (Echinodermata: Echinoidea) del Caribe Mexicano: Puerto Morelos, Quintana Roo, Mexico; YPM Invertebrate Zoology"
Micraster_coranguinum,Micraster_coranguinum,65,4.556354756472199,5.83481628764557e-4,"Cotteau (1869) - Echinides du d‚partement de la Sarthe: consid‚r‚s au point de vue zoologique et stratigraphique; Fischer (1966) - Spatangoids. In: Treatise on Invertebrate Paleontology U - Echinodermata 3, 2; Kier (1974) - Evolutionary trends and their functional significance in the postP echinoids; MCZ Invertebrate Paleontology; Noorbakhsh Razmi et al. (2013) - Morphological and systematic interpretation of some Late Cretaceous (Turonian-Santonian) irregular echinoids, Kopet-Dagh Basin, NE Iran; Olszewska-Nejbert (2007) - Late Cretaceous (Turnonian - Conaician) irregular echinoids of western Kazakhstan (Mangyshlak) and southern Poland (Opole); Rowe (1899) - An analysis of the genus Micraster, as determined bu rigid zonal collecting from the zone of Rhynchonella cuvieri to that of Micraster Cor-anguinum; Stokes (1971) - The taxonomy, distribution, and evolution of the Upper Cretaceous echinoid Micraster; The Echinoid Directory; Van Diggelen (1989) - Krijt-zeeegels aan de Boulonnais-kust (Fr.) - De Micrasters van de Boulonnais; YPM Invertebrate Paleontology"
Micropyga_tuberculata,Micropyga_tuberculata,17,5.270409993112216,0.0030143969499712305,CAS Invertebrate Zoology and Geology; Clark (1925) - A catalogue of the recent sea-urchins (echinoidea) in the collection of the British Museum (Natural History); Mortensen (1940) - A monograph of the Echinoidea - III. Aulodonta; NMNH Invertebrate Zoology; The Echinoid Directory
Monophoraster_darwini,Monophoraster_darwini,14,4.486568457236805,0.0010120700653862061,Mooi et al. (2000) - Phylogenetic systematics of tertiary monophorasterid sand dollars from South America; NMNH Paleobiology
Neolaganum_durhami,Neolaganum,27,3.1557474556377443,0.002408738049078236,Cooke (1959) - Cenozoic echinoids of Eastern United States; NMNH Paleobiology; YPM Invertebrate Paleontology
Neolampas_rostellata,Neolampas_rostellata,10,2.481132134155911,0.00835424571251573,"Agassiz (1880) - Results of dredging in the Caribbean Sea (1878-1879) and along the Atlantic Coast of the U. S. during the Summer of 1880, by the U. S. Coast Survey Steamer ""Blake""; CAS Invertebrate Zoology and Geology; Fischer (1966) - Spatangoids. In: Treatise on Invertebrate Paleontology U - Echinodermata 3, 2; MCZ Invertebrate Zoology; Mooi (1990) - Living Cassiduloids (Echinodermata, Echinoidea) - A key and annotated list; The Echinoid Directory; Thompson (1874) - On the Echinoidea of the 'Porcupine' deep-sea dredging-expeditions"
Nucleolites_scutatus,Nucleolites_scutatus,76,3.592472763988835,1.6617762318935225e-8,"Barras (2006) - British Jurassic irregular echinoids; Cotteau (1849) - Etudes due les Echinides fossiles de department de l'Yonne; Cotteau (1869) - Echinides du d‚partement de la Sarthe: consid‚r‚s au point de vue zoologique et stratigraphique; Kier (1962) - Revision of the cassiduloid echinoids; Kier (1966) - Cassiduloids. In: Treatise on Invertebrate Paleontology - Echinodermata 3, 2; Kier (1974) - Evolutionary trends and their functional significance in the postP echinoids; MCZ Invertebrate Paleontology; Radwanska (1999) - Lower Kimmeridgian echinoids of Poland; Scurry (1979) - A quantitative study of variation within the Mesozoic echinoid Nucleolites; Suacede & Gendry - Les faunes d'echinodermes; Vadet & Nicolleau (2010) - D‚couverte de Clitopygus burgundiae dans le Bajocien inf‚rieur (zone a laeviscula) de Dou‚ la Fontaine (Maine et Loire); Wright (1857) - Monograph on the British fossil Echinodermata of the oolitic formations"
Oligopygus_haldemani,Oligopygus,35,3.516917940546851,0.002456862904147057,Clark & Twitchell (1915) - The Mesozoic and Cenozoic Echinodermata from the United States; Cooke (1959) - Cenozoic echinoids of Eastern United States; Cooke (1961) - Cenozoic and Cretaceous echinoids from Trinidad and Venezuela; NMNH Paleobiology; YPM Invertebrate Paleontology
